elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10.000835, 10.000835, 53872, 1336, 12397.6, 9636, 31387, 52088, 63172, 75704, 0
19.781791, 9.780956, 46128, 1274, 12450.0, 9783, 34356, 53016, 70808, 101962, 0
