elapsed, window, total, successful, failed
10.001037, 10.001037, 1809, 1809, 0
20.001039, 10.000002, 1799, 1799, 0
30.002005, 10.000966, 1817, 1817, 0
40.002073, 10.000068, 1802, 1802, 0
50.001061, 9.998988, 1800, 1800, 0
55.42424, 5.423179, 973, 973, 0
