elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
65170.001278, 9.999903, 40, 10945, 15621.9, 15580, 18670, 24409, 24409, 24409, 0
65180.001314, 10.000036, 47, 8317, 16754.5, 16091, 22799, 25164, 25164, 25164, 0
65190.001232, 9.999918, 42, 9157, 17065.9, 16496, 22439, 36453, 36453, 36453, 0
65200.001235, 10.000003, 37, 9664, 16075.6, 16022, 22067, 26288, 26288, 26288, 0
65210.001445, 10.00021, 45, 7669, 16887.4, 15740, 24895, 46204, 46204, 46204, 0
65220.001333, 9.999888, 38, 10926, 16534.9, 14861, 23819, 27180, 27180, 27180, 0
65230.001273, 9.99994, 37, 5138, 15935.2, 15208, 21130, 37950, 37950, 37950, 0
65240.00272, 10.001447, 24, 7403, 14874.7, 14394, 20273, 21493, 21493, 21493, 0
65250.001215, 9.998495, 42, 7618, 16246.1, 16631, 20868, 25939, 25939, 25939, 0
65260.001845, 10.00063, 39, 9275, 16186.1, 14955, 22927, 29734, 29734, 29734, 0
65270.001922, 10.000077, 44, 8496, 16052.1, 15600, 22001, 28946, 28946, 28946, 0
65280.001223, 9.999301, 28, 9543, 16596.9, 16185, 22991, 24381, 24381, 24381, 0
65290.001886, 10.000663, 37, 11932, 17179.9, 15187, 26708, 26824, 26824, 26824, 0
65300.001459, 9.999573, 37, 11862, 16685.8, 15548, 21975, 24663, 24663, 24663, 0
65310.001188, 9.999729, 41, 10233, 15932.3, 15618, 21369, 23217, 23217, 23217, 0
65320.001473, 10.000285, 30, 9783, 15266.8, 13818, 22359, 28155, 28155, 28155, 0
65330.001355, 9.999882, 42, 7988, 16996.3, 15996, 27580, 39074, 39074, 39074, 0
65340.001364, 10.000009, 40, 9124, 16803.2, 16313, 23510, 31125, 31125, 31125, 0
65350.001185, 9.999821, 38, 10370, 16735.1, 15478, 24143, 30063, 30063, 30063, 0
65360.002439, 10.001254, 42, 11126, 16008.9, 15066, 22520, 27967, 27967, 27967, 0
65370.00132, 9.998881, 34, 7853, 16643.4, 16354, 23660, 29957, 29957, 29957, 0
65380.001714, 10.000394, 44, 9321, 15284.5, 15336, 19930, 23753, 23753, 23753, 0
65390.001715, 10.000001, 28, 9321, 16579.1, 15942, 21227, 28948, 28948, 28948, 0
65400.001319, 9.999604, 27, 9615, 16022.2, 15490, 23400, 24612, 24612, 24612, 0
65410.001232, 9.999913, 34, 9592, 16572.8, 16107, 23557, 27857, 27857, 27857, 0
65420.001223, 9.999991, 43, 10201, 16107.2, 15343, 23138, 25922, 25922, 25922, 0
65430.001221, 9.999998, 39, 11852, 16345.2, 15182, 22425, 26019, 26019, 26019, 0
65440.001294, 10.000073, 36, 11677, 18297.3, 16989, 25653, 38220, 38220, 38220, 0
65450.001373, 10.000079, 39, 10316, 16197.2, 15811, 21005, 38998, 38998, 38998, 0
65460.001226, 9.999853, 35, 8723, 15787.5, 15323, 20552, 28779, 28779, 28779, 0
65470.001413, 10.000187, 34, 8484, 15973.2, 15504, 22664, 28530, 28530, 28530, 0
65480.0012, 9.999787, 43, 9192, 16216.9, 15356, 22666, 26682, 26682, 26682, 0
65490.001235, 10.000035, 38, 8998, 16965.4, 16543, 23964, 28268, 28268, 28268, 0
65500.001325, 10.00009, 45, 7415, 15070.5, 14906, 21546, 23621, 23621, 23621, 0
65510.001719, 10.000394, 37, 7003, 16124.9, 14976, 24000, 31173, 31173, 31173, 0
65520.001288, 9.999569, 35, 7751, 15166.2, 14556, 21295, 37415, 37415, 37415, 0
65530.001326, 10.000038, 40, 9933, 16171.3, 16426, 21901, 22831, 22831, 22831, 0
65540.001243, 9.999917, 38, 10574, 16394.3, 16179, 20368, 24868, 24868, 24868, 0
65550.002152, 10.000909, 43, 9005, 16426.6, 15958, 24783, 31213, 31213, 31213, 0
65560.00123, 9.999078, 42, 8827, 16232.3, 16224, 21861, 25582, 25582, 25582, 0
65570.001366, 10.000136, 41, 9079, 16606.3, 16011, 27672, 36421, 36421, 36421, 0
65580.003798, 10.002432, 25, 9592, 16463.9, 16007, 21580, 30308, 30308, 30308, 0
65590.001219, 9.997421, 42, 6901, 15629.9, 15368, 22138, 34273, 34273, 34273, 0
65600.001516, 10.000297, 43, 9546, 15984.1, 15122, 23031, 26543, 26543, 26543, 0
65610.001317, 9.999801, 52, 6094, 16756.6, 16037, 22552, 24484, 45022, 45022, 0
65620.001468, 10.000151, 35, 10590, 16561.9, 15805, 21028, 21761, 21761, 21761, 0
65630.001327, 9.999859, 46, 9451, 16481.1, 17037, 21680, 27460, 27460, 27460, 0
65640.001746, 10.000419, 42, 8968, 15677.8, 15031, 22760, 26523, 26523, 26523, 0
65650.001987, 10.000241, 39, 10451, 16165.7, 14954, 22004, 34111, 34111, 34111, 0
65660.00135, 9.999363, 42, 7184, 15941.5, 15689, 23209, 33396, 33396, 33396, 0
65670.001382, 10.000032, 39, 11452, 17409.3, 16511, 25793, 30522, 30522, 30522, 0
65680.001268, 9.999886, 48, 9263, 16940.1, 16176, 24150, 28324, 35479, 35479, 0
65690.001733, 10.000465, 40, 9051, 16077.9, 16077, 20893, 26704, 26704, 26704, 0
65700.001187, 9.999454, 27, 9062, 17219.6, 15650, 23521, 44452, 44452, 44452, 0
65710.002458, 10.001271, 33, 8552, 16760.7, 15236, 25418, 33205, 33205, 33205, 0
65720.001292, 9.998834, 59, 8954, 16625.2, 15520, 25135, 27147, 30804, 30804, 0
65730.001251, 9.999959, 29, 10825, 16339.3, 15111, 23239, 23878, 23878, 23878, 0
65740.001229, 9.999978, 36, 10030, 16368.7, 15540, 22983, 25985, 25985, 25985, 0
65750.00219, 10.000961, 29, 11107, 16675.3, 16194, 22823, 24707, 24707, 24707, 0
65760.001279, 9.999089, 42, 11702, 16184.3, 16097, 22216, 23688, 23688, 23688, 0
65770.001472, 10.000193, 31, 7825, 16363.6, 15953, 22533, 31462, 31462, 31462, 0
65780.001357, 9.999885, 35, 8336, 15362.6, 14694, 21742, 27381, 27381, 27381, 0
65790.001706, 10.000349, 34, 9176, 15676.7, 15010, 22261, 28595, 28595, 28595, 0
65800.002312, 10.000606, 28, 10020, 17857.4, 17126, 26199, 32045, 32045, 32045, 0
65810.001463, 9.999151, 42, 9937, 15625.8, 14904, 20480, 23360, 23360, 23360, 0
65820.001378, 9.999915, 43, 10940, 16177.7, 15697, 21421, 25227, 25227, 25227, 0
65830.001341, 9.999963, 40, 10290, 16902.7, 16443, 22094, 31380, 31380, 31380, 0
65840.001237, 9.999896, 48, 8146, 15057.2, 13931, 20809, 26847, 27242, 27242, 0
65850.001482, 10.000245, 34, 8580, 15302.2, 15468, 21197, 23339, 23339, 23339, 0
65860.001457, 9.999975, 36, 10791, 16289.5, 15446, 23492, 24451, 24451, 24451, 0
65870.001393, 9.999936, 47, 7019, 16452.2, 15244, 26341, 29867, 29867, 29867, 0
65880.001519, 10.000126, 52, 10648, 15938.0, 15726, 20509, 22055, 26445, 26445, 0
65890.001288, 9.999769, 36, 9751, 15133.7, 14835, 21533, 25893, 25893, 25893, 0
65900.001714, 10.000426, 40, 11565, 16118.2, 15774, 21030, 22269, 22269, 22269, 0
65910.00122, 9.999506, 45, 10730, 16479.7, 15675, 23241, 26191, 26191, 26191, 0
65920.001276, 10.000056, 43, 10721, 15841.1, 15514, 20660, 23654, 23654, 23654, 0
65930.001965, 10.000689, 34, 10034, 15682.6, 14534, 24535, 26259, 26259, 26259, 0
65940.00125, 9.999285, 37, 8206, 15256.6, 14719, 22665, 26257, 26257, 26257, 0
65950.001474, 10.000224, 38, 8109, 16539.2, 16238, 24446, 27857, 27857, 27857, 0
65960.001856, 10.000382, 43, 8892, 16004.7, 15062, 23537, 31729, 31729, 31729, 0
65970.001513, 9.999657, 42, 8964, 15483.7, 14830, 21889, 25936, 25936, 25936, 0
65980.001719, 10.000206, 41, 10517, 15834.3, 15959, 20025, 22969, 22969, 22969, 0
65990.008444, 10.006725, 41, 10804, 16020.5, 15889, 20971, 23768, 23768, 23768, 0
66000.002624, 9.99418, 40, 10237, 15950.4, 14961, 22576, 27854, 27854, 27854, 0
66010.001268, 9.998644, 42, 7535, 15768.2, 15066, 20948, 26816, 26816, 26816, 0
66020.00148, 10.000212, 41, 8068, 16012.3, 15423, 22292, 31660, 31660, 31660, 0
66030.001466, 9.999986, 35, 7482, 15492.9, 14754, 20569, 24991, 24991, 24991, 0
66040.001512, 10.000046, 42, 10956, 15809.9, 15174, 20600, 21743, 21743, 21743, 0
66050.001182, 9.99967, 47, 10422, 16040.8, 15737, 20712, 31007, 31007, 31007, 0
66060.001392, 10.00021, 43, 10054, 16265.5, 16260, 22158, 27667, 27667, 27667, 0
66070.001249, 9.999857, 31, 9802, 16192.3, 14952, 24885, 26379, 26379, 26379, 0
66080.00186, 10.000611, 32, 7739, 15301.4, 14170, 21356, 22638, 22638, 22638, 0
66090.001567, 9.999707, 37, 10749, 15678.9, 15233, 21160, 22282, 22282, 22282, 0
66100.001235, 9.999668, 50, 7675, 15378.1, 15130, 20820, 21211, 21666, 21666, 0
66110.001407, 10.000172, 37, 7328, 14568.4, 13902, 20049, 22799, 22799, 22799, 0
66120.002657, 10.00125, 42, 9297, 15647.0, 14370, 24499, 28970, 28970, 28970, 0
66130.000222, 9.997565, 29, 9031, 15913.2, 15277, 25940, 26803, 26803, 26803, 0
66140.001261, 10.001039, 44, 7557, 16164.8, 15916, 20797, 25688, 25688, 25688, 0
66150.001533, 10.000272, 36, 8146, 16350.7, 15724, 21496, 30594, 30594, 30594, 0
66160.001389, 9.999856, 41, 7598, 16223.1, 16186, 23485, 24738, 24738, 24738, 0
66170.001192, 9.999803, 39, 9934, 16822.9, 16242, 23435, 25969, 25969, 25969, 0
66180.001468, 10.000276, 36, 10958, 16838.1, 16627, 21008, 23645, 23645, 23645, 0
66190.001793, 10.000325, 38, 9485, 16894.5, 15939, 23645, 26003, 26003, 26003, 0
66200.001414, 9.999621, 50, 11019, 15751.1, 14815, 20394, 26404, 35908, 35908, 0
66210.001256, 9.999842, 46, 8065, 16588.7, 15551, 27681, 28617, 28617, 28617, 0
66220.001194, 9.999938, 39, 9512, 15678.5, 15474, 22204, 24671, 24671, 24671, 0
66230.001223, 10.000029, 44, 11051, 15937.1, 15332, 21270, 28416, 28416, 28416, 0
66240.001262, 10.000039, 48, 6625, 16067.6, 15278, 23401, 26089, 37352, 37352, 0
66250.003512, 10.00225, 36, 11330, 16785.2, 16213, 22752, 33129, 33129, 33129, 0
66260.00159, 9.998078, 39, 9153, 16947.7, 17584, 22762, 25765, 25765, 25765, 0
66270.001237, 9.999647, 51, 9813, 15002.5, 14624, 18942, 21723, 26689, 26689, 0
66280.001235, 9.999998, 44, 12508, 16830.7, 15632, 25059, 28894, 28894, 28894, 0
66290.001384, 10.000149, 36, 8890, 15016.4, 15174, 19637, 23722, 23722, 23722, 0
66300.001237, 9.999853, 40, 9711, 17140.6, 15758, 25679, 29303, 29303, 29303, 0
66310.002077, 10.00084, 37, 9254, 15944.6, 16147, 21664, 22646, 22646, 22646, 0
66320.001253, 9.999176, 33, 11037, 16424.8, 16234, 21668, 23782, 23782, 23782, 0
66330.001233, 9.99998, 48, 8718, 16405.9, 15613, 26228, 41269, 41269, 41269, 0
66340.001264, 10.000031, 51, 8412, 16092.8, 15418, 22734, 25876, 41269, 41269, 0
66350.001405, 10.000141, 43, 6072, 16382.5, 15703, 21527, 28530, 28530, 28530, 0
66360.001253, 9.999848, 43, 9581, 16879.5, 15358, 26327, 42591, 42591, 42591, 0
66370.001221, 9.999968, 40, 9454, 16036.2, 15539, 21885, 27432, 27432, 27432, 0
66380.001172, 9.999951, 39, 9104, 15892.0, 14788, 22799, 26637, 26637, 26637, 0
66390.001477, 10.000305, 32, 8227, 15845.4, 14970, 23641, 28350, 28350, 28350, 0
66400.001697, 10.00022, 44, 10789, 16074.6, 15201, 21453, 33871, 33871, 33871, 0
66410.001722, 10.000025, 42, 8447, 15740.7, 15432, 21497, 24440, 24440, 24440, 0
66420.001286, 9.999564, 37, 10133, 15219.0, 14751, 20707, 21840, 21840, 21840, 0
66430.001261, 9.999975, 41, 8545, 15714.2, 15805, 20488, 21255, 21255, 21255, 0
66440.001238, 9.999977, 46, 8755, 16139.2, 15506, 24653, 28066, 28066, 28066, 0
66450.002772, 10.001534, 43, 8371, 15576.7, 14732, 21464, 23043, 23043, 23043, 0
66460.000793, 9.998021, 35, 11922, 15289.2, 14751, 18502, 20706, 20706, 20706, 0
66470.002606, 10.001813, 39, 8429, 15869.1, 14745, 22706, 26036, 26036, 26036, 0
66480.001475, 9.998869, 57, 9260, 15458.1, 15199, 21732, 22073, 24329, 24329, 0
66490.00139, 9.999915, 34, 9260, 15615.5, 15770, 20977, 21692, 21692, 21692, 0
66500.001304, 9.999914, 39, 8178, 14549.4, 14031, 20116, 25164, 25164, 25164, 0
66510.001297, 9.999993, 36, 12027, 15812.3, 15198, 20597, 26017, 26017, 26017, 0
66520.001178, 9.999881, 37, 12068, 16560.9, 16047, 22949, 26310, 26310, 26310, 0
66530.001602, 10.000424, 33, 8432, 17595.2, 15975, 29422, 33838, 33838, 33838, 0
66540.001292, 9.99969, 42, 7903, 16898.7, 14865, 28515, 35654, 35654, 35654, 0
66550.001304, 10.000012, 41, 6837, 15699.3, 14390, 25396, 31891, 31891, 31891, 0
66560.001254, 9.99995, 52, 8627, 16772.5, 15969, 23372, 25295, 25723, 25723, 0
66570.001535, 10.000281, 31, 9404, 16113.6, 15574, 22505, 23506, 23506, 23506, 0
66580.001233, 9.999698, 50, 10671, 16396.0, 15721, 23050, 25640, 33498, 33498, 0
66590.001277, 10.000044, 49, 7261, 15611.8, 15721, 20975, 22116, 23355, 23355, 0
66600.001608, 10.000331, 41, 12196, 16049.8, 15310, 22510, 25548, 25548, 25548, 0
66610.001253, 9.999645, 33, 8824, 15353.9, 15105, 20317, 22021, 22021, 22021, 0
66620.001764, 10.000511, 50, 10610, 17156.8, 16507, 23798, 31962, 37985, 37985, 0
66630.00191, 10.000146, 31, 9160, 16455.7, 15965, 25461, 28856, 28856, 28856, 0
66640.001186, 9.999276, 44, 8914, 16622.4, 15517, 26655, 27859, 27859, 27859, 0
66650.001247, 10.000061, 30, 11703, 16033.5, 15390, 21662, 23704, 23704, 23704, 0
66660.001224, 9.999977, 46, 8248, 15679.4, 15109, 23706, 25342, 25342, 25342, 0
66670.002562, 10.001338, 43, 10111, 16379.9, 14654, 28702, 33184, 33184, 33184, 0
66680.001195, 9.998633, 40, 9235, 15739.4, 15410, 22525, 24177, 24177, 24177, 0
66690.001228, 10.000033, 43, 10736, 15931.0, 15856, 20891, 24087, 24087, 24087, 0
66700.001632, 10.000404, 41, 10029, 16473.3, 15242, 22593, 30474, 30474, 30474, 0
66710.001328, 9.999696, 53, 9889, 15694.8, 14283, 24045, 25666, 30237, 30237, 0
66720.001398, 10.00007, 33, 11411, 16559.2, 15340, 20772, 32672, 32672, 32672, 0
66730.001304, 9.999906, 38, 9095, 16087.0, 14252, 23920, 31323, 31323, 31323, 0
66740.001555, 10.000251, 35, 10887, 16141.1, 15813, 21433, 24596, 24596, 24596, 0
66750.001259, 9.999704, 37, 10996, 16535.5, 15750, 22358, 28062, 28062, 28062, 0
66760.001285, 10.000026, 38, 7833, 15630.2, 14879, 22643, 25291, 25291, 25291, 0
66770.001256, 9.999971, 41, 9971, 15864.9, 15018, 20853, 23925, 23925, 23925, 0
66780.001611, 10.000355, 39, 9615, 16205.4, 15697, 22425, 24423, 24423, 24423, 0
66790.001987, 10.000376, 36, 9050, 16246.9, 15624, 23353, 23624, 23624, 23624, 0
66800.002125, 10.000138, 50, 9668, 16841.8, 15829, 22742, 24435, 30738, 30738, 0
66810.001295, 9.99917, 45, 9586, 16389.3, 15273, 22710, 31092, 31092, 31092, 0
66820.001838, 10.000543, 32, 8881, 16932.3, 15739, 22493, 42468, 42468, 42468, 0
66830.001268, 9.99943, 47, 9195, 16217.0, 16198, 22549, 25594, 25594, 25594, 0
66840.001349, 10.000081, 40, 8410, 16128.0, 15837, 23109, 26541, 26541, 26541, 0
66850.001273, 9.999924, 39, 9625, 16237.1, 15581, 26250, 31338, 31338, 31338, 0
66860.002127, 10.000854, 25, 11648, 16510.6, 15759, 21575, 25318, 25318, 25318, 0
66870.001461, 9.999334, 35, 7972, 15194.1, 14698, 20530, 24924, 24924, 24924, 0
66880.001218, 9.999757, 47, 9881, 16392.3, 16009, 24658, 29075, 29075, 29075, 0
66890.001367, 10.000149, 33, 9881, 17311.3, 16335, 29058, 33222, 33222, 33222, 0
66900.00239, 10.001023, 49, 10825, 16311.0, 16003, 20804, 24157, 28115, 28115, 0
66910.001442, 9.999052, 39, 9889, 16647.5, 15559, 24787, 31431, 31431, 31431, 0
66920.001255, 9.999813, 35, 11384, 15926.3, 15616, 20732, 22181, 22181, 22181, 0
66930.001265, 10.00001, 50, 9668, 16063.3, 15501, 20466, 24650, 27421, 27421, 0
66940.001663, 10.000398, 28, 9904, 15633.8, 14707, 22243, 24650, 24650, 24650, 0
66950.001209, 9.999546, 42, 9344, 16726.7, 16918, 24002, 33112, 33112, 33112, 0
66960.001193, 9.999984, 57, 9016, 16073.5, 15151, 24598, 25873, 29603, 29603, 0
66970.001311, 10.000118, 41, 9633, 14789.1, 14450, 19976, 21704, 21704, 21704, 0
66980.002005, 10.000694, 31, 8646, 16315.0, 16319, 22999, 25639, 25639, 25639, 0
66990.001179, 9.999174, 47, 8499, 15950.2, 16114, 22119, 25918, 25918, 25918, 0
67000.001209, 10.00003, 36, 10124, 16427.4, 15338, 23704, 26244, 26244, 26244, 0
67010.001447, 10.000238, 28, 9864, 16398.0, 15892, 24703, 26668, 26668, 26668, 0
67020.001433, 9.999986, 39, 9864, 16434.2, 15580, 21761, 24331, 24331, 24331, 0
67030.001784, 10.000351, 52, 7984, 16065.7, 14923, 26097, 36518, 39371, 39371, 0
