elapsed, window, total, successful, failed
10.000734, 10.000734, 1224, 1224, 0
20.001754, 10.00102, 1230, 1230, 0
30.001731, 9.999977, 1256, 1256, 0
40.001742, 10.000011, 1248, 1248, 0
50.001738, 9.999996, 1232, 1232, 0
60.001738, 10.0, 1223, 1223, 0
70.001711, 9.999973, 1227, 1227, 0
80.001731, 10.00002, 1241, 1241, 0
80.996899, 0.995168, 119, 119, 0
