datetime	delete	offset	cap	key1	key2
2014/9/18 3:47	 	1118589	796KB	1	1
2014/9/18 3:47	 	5106740	496KB	3	3
2014/9/18 3:47	 	37530004	116KB	26	26
2014/9/18 3:47	 	43233936	33KB	29	29
2014/9/18 3:47	 	58511643	403KB	40	40
2014/9/18 3:47	 	86002652	1000KB	53	53
2014/9/18 3:47	 	117025273	201KB	65	65
2014/9/18 3:47	 	118260930	8KB	68	68
2014/9/18 3:47	 	151971841	6KB	87	87
2014/9/18 3:47	 	167600590	397KB	93	93
2014/9/18 3:47	 	189006258	58KB	104	104
2014/9/18 3:47	 	243902286	49KB	134	134
2014/9/18 3:47	 	291259940	837KB	154	154
2014/9/18 3:47	 	295637473	1157KB	155	155
2014/9/18 3:47	 	309843406	1147KB	163	163
2014/9/18 3:47	 	316720158	95KB	165	165
2014/9/18 3:47	 	348449347	1KB	180	180
2014/9/18 3:47	 	356616957	1328KB	183	183
2014/9/18 3:47	 	361260458	1KB	186	186
2014/9/18 3:47	 	366668057	1323KB	188	188
2014/9/18 3:47	 	376057902	5KB	197	197
2014/9/18 3:47	 	387247608	231KB	206	206
2014/9/18 3:47	 	414991462	59KB	218	218
2014/9/18 3:47	 	418242031	70KB	220	220
2014/9/18 3:47	 	421819685	8KB	222	222
2014/9/18 3:47	 	428022272	327KB	226	226
2014/9/18 3:47	 	438710863	3KB	237	237
2014/9/18 3:47	 	464387622	44KB	252	252
2014/9/18 3:47	 	478608001	9KB	259	259
2014/9/18 3:47	 	487708327	718KB	265	265
2014/9/18 3:47	 	508927604	1227KB	276	276
2014/9/18 3:47	 	586740816	223KB	317	317
2014/9/18 3:47	 	603094536	78KB	329	329
2014/9/18 3:47	 	608022586	3KB	332	332
2014/9/18 3:47	 	621696810	35KB	337	337
2014/9/18 3:47	 	644758462	3KB	356	356
2014/9/18 3:47	 	657441796	493KB	362	362
2014/9/18 3:47	 	666648533	9KB	368	368
2014/9/18 3:47	 	711681077	5KB	387	387
2014/9/18 3:47	 	747303435	30KB	399	399
2014/9/18 3:47	 	752069783	9KB	402	402
2014/9/18 3:47	 	760992977	5KB	406	406
2014/9/18 3:47	 	764919807	211KB	409	409
2014/9/18 3:47	 	780711208	18KB	421	421
2014/9/18 3:47	 	783564522	1079KB	423	423
2014/9/18 3:47	 	850394803	24KB	454	454
2014/9/18 3:47	 	881060795	32KB	468	468
2014/9/18 3:47	 	885831759	381KB	470	470
2014/9/18 3:47	 	898641180	504KB	473	473
2014/9/18 3:47	 	915364188	9KB	484	484
2014/9/18 3:47	 	941688124	469KB	501	501
2014/9/18 3:47	 	966740367	40KB	512	512
2014/9/18 3:47	 	983893946	1008KB	520	520
2014/9/18 3:47	 	1008941139	320KB	536	536
2014/9/18 3:47	 	1015684998	575KB	539	539
2014/9/18 3:47	 	1024296790	35KB	544	544
2014/9/18 3:47	 	1047355094	2KB	553	553
2014/9/18 3:47	 	1082492883	752KB	573	573
2014/9/18 3:47	 	1093190402	5KB	580	580
2014/9/18 3:47	 	1106784804	574KB	589	589
2014/9/18 3:47	 	1123091860	4KB	597	597
2014/9/18 3:47	 	1146015508	187KB	616	616
2014/9/18 3:47	 	1164380555	174KB	628	628
2014/9/18 3:47	 	1167392162	4KB	632	632
2014/9/18 3:47	 	1220548941	173KB	663	663
2014/9/18 3:47	 	1265605675	110KB	688	688
2014/9/18 3:47	 	1274736180	77KB	696	696
2014/9/18 3:47	 	1301655163	7KB	712	712
2014/9/18 3:47	 	1325417026	11KB	729	729
2014/9/18 3:47	 	1371605031	240KB	753	753
2014/9/18 3:47	 	1390009776	1015KB	761	761
2014/9/18 3:47	 	1409352408	38KB	766	766
2014/9/18 3:47	 	1426956263	75KB	772	772
2014/9/18 3:47	 	1437305940	642KB	778	778
2014/9/18 3:47	 	1467834331	56KB	795	795
2014/9/18 3:47	 	1503853609	1214KB	808	808
2014/9/18 3:47	 	1516973811	707KB	815	815
2014/9/18 3:47	 	1520611934	577KB	817	817
2014/9/18 3:47	 	1527711281	1463KB	820	820
2014/9/18 3:47	 	1549473212	75KB	829	829
2014/9/18 3:47	 	1574988966	7KB	846	846
2014/9/18 3:47	 	1580400325	97KB	851	851
2014/9/18 3:47	 	1599344805	722KB	862	862
2014/9/18 3:47	 	1609927064	1KB	869	869
2014/9/18 3:47	 	1634868455	89KB	886	886
2014/9/18 3:47	 	1635036723	164KB	887	887
2014/9/18 3:47	 	1635744889	77KB	889	889
2014/9/18 3:47	 	1658306767	789KB	901	901
2014/9/18 3:47	 	1678967991	29KB	912	912
2014/9/18 3:47	 	1747964457	560KB	943	943
2014/9/18 3:47	 	1771404128	682KB	959	959
2014/9/18 3:47	 	1810107287	6KB	976	976
2014/9/18 3:47	 	1833742229	984KB	988	988
2014/9/18 3:47	 	1839483657	3KB	991	991
2014/9/18 3:47	 	1908784759	8KB	1025	1025
2014/9/18 3:47	 	1981176262	4KB	1062	1062
2014/9/18 3:47	 	1986389647	43KB	1065	1065
2014/9/18 3:47	 	2003982903	3KB	1076	1076
2014/9/18 3:47	 	2016747886	958KB	1083	1083
2014/9/18 3:47	 	2021642722	638KB	1088	1088
2014/9/18 3:47	 	2044053118	420KB	1109	1109
2014/9/18 3:47	 	2059819310	1322KB	1115	1115
2014/9/18 3:47	 	2068709108	37KB	1121	1121
2014/9/18 3:47	 	2073021680	562KB	1123	1123
2014/9/18 3:47	 	2081486433	3KB	1128	1128
2014/9/18 3:47	 	2090899949	5KB	1133	1133
2014/9/18 3:47	 	2096193590	99KB	1137	1137
2014/9/18 3:47	 	2119098025	392KB	1150	1150
2014/9/18 3:47	 	2140598296	117KB	1159	1159
2014/9/18 3:47	 	2159307592	2KB	1164	1164
2014/9/18 3:47	 	2161288629	409KB	1165	1165
2014/9/18 3:47	 	2166042125	634KB	1169	1169
2014/9/18 3:47	 	2203388591	404KB	1189	1189
2014/9/18 3:47	 	2218567213	49KB	1199	1199
2014/9/18 3:47	 	2280144020	10KB	1240	1240
2014/9/18 3:47	 	2305434502	8KB	1258	1258
2014/9/18 3:47	 	2312513301	31KB	1264	1264
2014/9/18 3:47	 	2331944660	67KB	1276	1276
2014/9/18 3:47	 	2401754033	416KB	1317	1317
2014/9/18 3:47	 	2422375471	664KB	1329	1329
2014/9/18 3:47	 	2423750474	715KB	1331	1331
2014/9/18 3:47	 	2436646086	307KB	1337	1337
2014/9/18 3:47	 	2439713613	75KB	1341	1341
2014/9/18 3:47	 	2451739815	366KB	1348	1348
2014/9/18 3:47	 	2459605153	539KB	1353	1353
2014/9/18 3:47	 	2476618451	23KB	1368	1368
2014/9/18 3:47	 	2507608602	54KB	1380	1380
2014/9/18 3:47	 	2512431980	727KB	1382	1382
2014/9/18 3:47	 	2546024764	1KB	1408	1408
2014/9/18 3:47	 	2555372940	59KB	1416	1416
2014/9/18 3:47	 	2580348822	64KB	1428	1428
2014/9/18 3:47	 	2650761045	3KB	1470	1470
2014/9/18 3:47	 	2653054671	4KB	1471	1471
2014/9/18 3:47	 	2656101233	71KB	1474	1474
2014/9/18 3:47	 	2662774390	4KB	1480	1480
2014/9/18 3:47	 	2673986472	6KB	1490	1490
2014/9/18 3:47	 	2685114966	253KB	1495	1495
2014/9/18 3:47	 	2727794857	728KB	1521	1521
2014/9/18 3:47	 	2736431650	1KB	1528	1528
2014/9/18 3:47	 	2746783836	7KB	1535	1535
2014/9/18 3:47	 	2778707081	650KB	1557	1557
2014/9/18 3:47	 	57298197	3KB	1592	1592
2014/9/18 3:47	 	79138108	57KB	1603	1603
2014/9/18 3:47	 	80144535	95KB	1604	1604
2014/9/18 3:47	 	81931410	68KB	1605	1605
2014/9/18 3:47	 	144351839	68KB	1644	1644
2014/9/18 3:47	 	151965129	3KB	1650	1650
2014/9/18 3:47	 	187481197	25KB	1670	1670
2014/9/18 3:47	 	196700170	2KB	1676	1676
2014/9/18 3:47	 	218962215	94KB	1684	1684
2014/9/18 3:47	 	223359940	11KB	1687	1687
2014/9/18 3:47	 	226024569	33KB	1691	1691
2014/9/18 3:47	 	231812755	27KB	1694	1694
2014/9/18 3:47	 	237164283	1051KB	1696	1696
2014/9/18 3:47	 	287499822	751KB	1726	1726
2014/9/18 3:47	 	297930775	1KB	1731	1731
2014/9/18 3:47	 	298876141	9KB	1734	1734
2014/9/18 3:47	 	317320053	13KB	1745	1745
2014/9/18 3:47	 	358565577	361KB	1767	1767
2014/9/18 3:47	 	358643608	58KB	1769	1769
2014/9/18 3:47	 	403628040	55KB	1802	1802
2014/9/18 3:47	 	427528359	203KB	1815	1815
2014/9/18 3:47	 	430554949	4KB	1816	1816
2014/9/18 3:47	 	430572926	3KB	1817	1817
2014/9/18 3:47	 	439750183	799KB	1824	1824
2014/9/18 3:47	 	456405002	611KB	1838	1838
2014/9/18 3:47	 	464459155	1KB	1845	1845
2014/9/18 3:47	 	484826660	7KB	1858	1858
2014/9/18 3:47	 	497425809	18KB	1865	1865
2014/9/18 3:47	 	505102932	774KB	1869	1869
2014/9/18 3:47	 	515933266	74KB	1872	1872
2014/9/18 3:47	 	535523127	513KB	1886	1886
2014/9/18 3:47	 	537263044	1KB	1887	1887
2014/9/18 3:47	 	592294544	5KB	1923	1923
2014/9/18 3:47	 	639656794	87KB	1953	1953
2014/9/18 3:47	 	677587084	770KB	1973	1973
2014/9/18 3:47	 	692042643	76KB	1977	1977
2014/9/18 3:47	 	697737746	5KB	1981	1981
2014/9/18 3:47	 	710348592	523KB	1987	1987
2014/9/18 3:47	 	726147987	53KB	1993	1993
2014/9/18 3:47	 	730557599	93KB	1995	1995
2014/9/18 3:47	 	735610328	179KB	1997	1997
2014/9/18 3:47	 	737675529	4KB	1998	1998
2014/9/18 3:47	 	748938115	3KB	2005	2005
2014/9/18 3:47	 	753173657	103KB	2006	2006
2014/9/18 3:47	 	769773670	4KB	2016	2016
2014/9/18 3:47	 	793979921	39KB	2029	2029
2014/9/18 3:47	 	820159804	1261KB	2039	2039
2014/9/18 3:47	 	858998193	4KB	2058	2058
2014/9/18 3:47	 	890365854	614KB	2074	2074
2014/9/18 3:47	 	902532455	1356KB	2078	2078
2014/9/18 3:47	 	923320804	9KB	2089	2089
2014/9/18 3:47	 	950223380	1003KB	2102	2102
2014/9/18 3:47	 	978781653	1428KB	2110	2110
2014/9/18 3:47	 	1018389838	71KB	2127	2127
2014/9/18 3:47	 	1037742805	1534KB	2138	2138
2014/9/18 3:47	 	1048904316	6KB	2140	2140
2014/9/18 3:47	 	1063097942	4KB	2147	2147
2014/9/18 3:47	 	1064327496	491KB	2148	2148
2014/9/18 3:47	 	1123496918	395KB	2176	2176
2014/9/18 3:47	 	1152858908	73KB	2191	2191
2014/9/18 3:47	 	1186520736	13KB	2212	2212
2014/9/18 3:47	 	1213890622	90KB	2225	2225
2014/9/18 3:47	 	1225162799	5KB	2230	2230
2014/9/18 3:47	 	1229772694	307KB	2233	2233
2014/9/18 3:47	 	1236074259	254KB	2240	2240
2014/9/18 3:47	 	1261467508	4KB	2249	2249
2014/9/18 3:47	 	1265901033	3KB	2254	2254
2014/9/18 3:47	 	1291151264	6KB	2272	2272
2014/9/18 3:47	 	1307587448	1130KB	2281	2281
2014/9/18 3:47	 	1309835510	9KB	2283	2283
2014/9/18 3:47	 	1385002857	70KB	2322	2322
2014/9/18 3:47	 	1405810296	1455KB	2328	2328
2014/9/18 3:47	 	1428414989	49KB	2342	2342
2014/9/18 3:47	 	1432958286	737KB	2347	2347
2014/9/18 3:47	 	1461268878	36KB	2358	2358
2014/9/18 3:47	 	1509172324	1464KB	2378	2378
2014/9/18 3:47	 	1514317447	75KB	2383	2383
2014/9/18 3:47	 	1519138249	21KB	2386	2386
2014/9/18 3:47	 	1521939194	479KB	2389	2389
2014/9/18 3:47	 	1567070554	60KB	2417	2417
2014/9/18 3:47	 	1569490348	8KB	2419	2419
2014/9/18 3:47	 	1579623504	1528KB	2422	2422
2014/9/18 3:47	 	1581836499	80KB	2426	2426
2014/9/18 3:47	 	1586554630	37KB	2428	2428
2014/9/18 3:47	 	1628765743	677KB	2447	2447
2014/9/18 3:47	 	1678973993	5KB	2469	2469
2014/9/18 3:47	 	1683413007	1234KB	2471	2471
2014/9/18 3:47	 	1707729656	817KB	2484	2484
2014/9/18 3:47	 	1753136819	756KB	2504	2504
2014/9/18 3:47	 	1808325859	7KB	2533	2533
2014/9/18 3:47	 	1821814793	1059KB	2540	2540
2014/9/18 3:47	 	1852329110	252KB	2554	2554
2014/9/18 3:47	 	1866175041	5KB	2565	2565
2014/9/18 3:47	 	1964149970	1321KB	2617	2617
2014/9/18 3:47	 	1993726822	1KB	2635	2635
2014/9/18 3:47	 	2044511771	334KB	2664	2664
2014/9/18 3:47	 	2086248700	3KB	2680	2680
2014/9/18 3:47	 	2095947814	88KB	2688	2688
2014/9/18 3:47	 	2105518166	3KB	2696	2696
2014/9/18 3:47	 	2117766401	556KB	2700	2700
2014/9/18 3:47	 	2149665415	716KB	2713	2713
2014/9/18 3:47	 	2162980484	774KB	2717	2717
2014/9/18 3:47	 	2215794522	81KB	2736	2736
2014/9/18 3:47	 	2231788048	4KB	2745	2745
2014/9/18 3:47	 	2249026358	291KB	2753	2753
2014/9/18 3:47	 	2260106109	5KB	2757	2757
2014/9/18 3:47	 	2304240496	76KB	2785	2785
2014/9/18 3:47	 	2307611884	1KB	2786	2786
2014/9/18 3:47	 	2338063333	685KB	2805	2805
2014/9/18 3:47	 	2372744946	5KB	2835	2835
2014/9/18 3:47	 	2385623889	68KB	2842	2842
2014/9/18 3:47	 	2392978342	59KB	2850	2850
2014/9/18 3:47	 	2404513420	2KB	2855	2855
2014/9/18 3:47	 	2412687227	17KB	2866	2866
2014/9/18 3:47	 	2429288519	2KB	2872	2872
2014/9/18 3:47	 	2468852890	607KB	2894	2894
2014/9/18 3:47	 	2482317647	868KB	2906	2906
2014/9/18 3:47	 	2488774027	97KB	2912	2912
2014/9/18 3:47	 	2526244297	194KB	2929	2929
2014/9/18 3:47	 	2644889043	56KB	2988	2988
2014/9/18 3:47	 	2651239416	77KB	2992	2992
2014/9/18 3:47	 	2724373835	2KB	3037	3037
2014/9/18 3:47	 	2732651925	2KB	3040	3040
2014/9/18 3:47	 	2755590597	3KB	3053	3053
2014/9/18 3:47	 	2757427624	600KB	3056	3056
2014/9/18 3:47	 	2764844292	4KB	3062	3062
2014/9/18 3:47	 	2765031066	148KB	3064	3064
2014/9/18 3:47	 	2791317594	474KB	3074	3074
2014/9/18 3:47	 	2794095573	548KB	3077	3077
2014/9/18 3:47	 	2808797351	663KB	3084	3084
2014/9/18 3:47	 	2821435979	1401KB	3097	3097
2014/9/18 3:47	 	2837660298	88KB	3113	3113
2014/9/18 3:47	 	2838633626	39KB	3115	3115
2014/9/18 3:47	 	9977103	2KB	3129	3129
2014/9/18 3:47	 	27650294	593KB	3144	3144
2014/9/18 3:47	 	33238157	6KB	3147	3147
2014/9/18 3:47	 	54776168	533KB	3163	3163
2014/9/18 3:47	 	60281239	58KB	3169	3169
2014/9/18 3:47	 	88500113	218KB	3185	3185
2014/9/18 3:47	 	96890174	56KB	3188	3188
2014/9/18 3:47	 	121117271	344KB	3202	3202
2014/9/18 3:47	 	139976045	75KB	3217	3217
2014/9/18 3:47	 	148986130	5KB	3221	3221
2014/9/18 3:47	 	159962702	928KB	3225	3225
2014/9/18 3:47	 	169823548	1155KB	3228	3228
2014/9/18 3:47	 	177639376	5KB	3234	3234
2014/9/18 3:47	 	250721666	4KB	3274	3274
2014/9/18 3:47	 	288115106	600KB	3296	3296
2014/9/18 3:47	 	320306747	191KB	3316	3316
2014/9/18 3:47	 	352545049	72KB	3335	3335
2014/9/18 3:47	 	368099949	734KB	3346	3346
2014/9/18 3:47	 	369090916	202KB	3347	3347
2014/9/18 3:47	 	383258623	193KB	3358	3358
2014/9/18 3:47	 	396484855	67KB	3370	3370
2014/9/18 3:47	 	467394346	570KB	3406	3406
2014/9/18 3:47	 	474425419	244KB	3411	3411
2014/9/18 3:47	 	492826140	7KB	3426	3426
2014/9/18 3:47	 	498118964	75KB	3429	3429
2014/9/18 3:47	 	503858156	513KB	3433	3433
2014/9/18 3:47	 	525465289	5KB	3443	3443
2014/9/18 3:47	 	590010910	160KB	3477	3477
2014/9/18 3:47	 	617920125	246KB	3497	3497
2014/9/18 3:47	 	620475299	451KB	3498	3498
2014/9/18 3:47	 	639184768	2KB	3512	3512
2014/9/18 3:47	 	645120422	274KB	3520	3520
2014/9/18 3:47	 	663124059	1KB	3529	3529
2014/9/18 3:47	 	709812365	1KB	3549	3549
2014/9/18 3:47	 	747370573	56KB	3560	3560
2014/9/18 3:47	 	754848299	97KB	3565	3565
2014/9/18 3:47	 	793721554	961KB	3589	3589
2014/9/18 3:47	 	798495517	141KB	3593	3593
2014/9/18 3:47	 	808824260	92KB	3598	3598
2014/9/18 3:47	 	850103870	29KB	3618	3618
2014/9/18 3:47	 	925069236	9KB	3661	3661
2014/9/18 3:47	 	927271975	807KB	3662	3662
2014/9/18 3:47	 	957883638	8KB	3675	3675
2014/9/18 3:47	 	982860895	997KB	3691	3691
2014/9/18 3:47	 	993890478	51KB	3699	3699
2014/9/18 3:47	 	1000897037	66KB	3704	3704
2014/9/18 3:47	 	1013734871	969KB	3708	3708
2014/9/18 3:47	 	1019386228	567KB	3710	3710
2014/9/18 3:47	 	1023509131	50KB	3712	3712
2014/9/18 3:47	 	1036170014	79KB	3723	3723
2014/9/18 3:47	 	1091625746	69KB	3747	3747
2014/9/18 3:47	 	1218471283	63KB	3814	3814
2014/9/18 3:47	 	1267206387	412KB	3835	3835
2014/9/18 3:47	 	1269722627	5KB	3836	3836
2014/9/18 3:47	 	1282999094	4KB	3844	3844
2014/9/18 3:47	 	1324383825	140KB	3876	3876
2014/9/18 3:47	 	1343512530	52KB	3890	3890
2014/9/18 3:47	 	1415348890	28KB	3925	3925
2014/9/18 3:47	 	1424465631	99KB	3928	3928
2014/9/18 3:47	 	1469744555	299KB	3954	3954
2014/9/18 3:47	 	1471144803	443KB	3956	3956
2014/9/18 3:47	 	1477158063	9KB	3960	3960
2014/9/18 3:47	 	1504634164	762KB	3968	3968
2014/9/18 3:47	 	1509237983	36KB	3969	3969
2014/9/18 3:47	 	1534109754	4KB	3983	3983
2014/9/18 3:47	 	1541895161	1184KB	3986	3986
2014/9/18 3:47	 	1554448188	7KB	3995	3995
2014/9/18 3:47	 	1556518111	3KB	3997	3997
2014/9/18 3:47	 	1558617152	6KB	3999	3999
2014/9/18 3:47	 	1565445662	514KB	4006	4006
2014/9/18 3:47	 	1599805275	449KB	4028	4028
2014/9/18 3:47	 	1635047513	4KB	4051	4051
2014/9/18 3:47	 	1717352895	3KB	4094	4094
2014/9/18 3:47	 	1721841033	10KB	4095	4095
2014/9/18 3:47	 	1732929396	1353KB	4100	4100
2014/9/18 3:47	 	1777021707	88KB	4122	4122
2014/9/18 3:47	 	1825868111	535KB	4154	4154
2014/9/18 3:47	 	1875103979	9KB	4182	4182
2014/9/18 3:47	 	1879448697	391KB	4183	4183
2014/9/18 3:47	 	1888343245	546KB	4186	4186
2014/9/18 3:47	 	1914608574	2KB	4200	4200
2014/9/18 3:47	 	1930079686	2KB	4208	4208
2014/9/18 3:47	 	1946737273	807KB	4214	4214
2014/9/18 3:47	 	1967864589	23KB	4226	4226
2014/9/18 3:47	 	2006793179	1443KB	4250	4250
2014/9/18 3:47	 	2014913496	7KB	4254	4254
2014/9/18 3:47	 	2032679607	1172KB	4269	4269
2014/9/18 3:47	 	2037902889	577KB	4273	4273
2014/9/18 3:47	 	2040333045	7KB	4275	4275
2014/9/18 3:47	 	2051615923	8KB	4285	4285
2014/9/18 3:47	 	2092064814	627KB	4306	4306
2014/9/18 3:47	 	2147839053	6KB	4328	4328
2014/9/18 3:47	 	2163073439	65KB	4332	4332
2014/9/18 3:47	 	2191985190	1526KB	4349	4349
2014/9/18 3:47	 	2199353842	1336KB	4352	4352
2014/9/18 3:47	 	2216065372	2KB	4361	4361
2014/9/18 3:47	 	2225507630	366KB	4369	4369
2014/9/18 3:47	 	2243517761	1107KB	4376	4376
2014/9/18 3:47	 	2302917606	978KB	4407	4407
2014/9/18 3:47	 	2309824060	774KB	4412	4412
2014/9/18 3:47	 	2341861785	19KB	4440	4440
2014/9/18 3:47	 	2399019260	8KB	4474	4474
2014/9/18 3:47	 	2422906637	9KB	4491	4491
2014/9/18 3:47	 	2438420511	91KB	4499	4499
2014/9/18 3:47	 	2459641562	35KB	4512	4512
2014/9/18 3:47	 	2472553450	1KB	4523	4523
2014/9/18 3:47	 	2524427023	469KB	4556	4556
2014/9/18 3:47	 	2526839596	8KB	4559	4559
2014/9/18 3:47	 	2538315509	1469KB	4564	4564
2014/9/18 3:47	 	2555462357	79KB	4580	4580
2014/9/18 3:47	 	2604748848	5KB	4599	4599
2014/9/18 3:47	 	2624254333	7KB	4606	4606
2014/9/18 3:47	 	2627669252	74KB	4610	4610
2014/9/18 3:47	 	2645943633	435KB	4622	4622
2014/9/18 3:47	 	2650757558	3KB	4628	4628
2014/9/18 3:47	 	2657955352	32KB	4631	4631
2014/9/18 3:47	 	2673388387	9KB	4639	4639
2014/9/18 3:47	 	2700463391	102KB	4658	4658
2014/9/18 3:47	 	2736104614	417KB	4677	4677
2014/9/18 3:47	 	21479167	1309KB	4696	4696
2014/9/18 3:47	 	27763260	5KB	4703	4703
2014/9/18 3:47	 	39640078	917KB	4708	4708
2014/9/18 3:47	 	62913068	8KB	4721	4721
2014/9/18 3:47	 	76793303	747KB	4728	4728
2014/9/18 3:47	 	86123537	36KB	4734	4734
2014/9/18 3:47	 	98186876	64KB	4742	4742
2014/9/18 3:47	 	99982470	367KB	4743	4743
2014/9/18 3:47	 	114041271	659KB	4750	4750
2014/9/18 3:47	 	119357723	1070KB	4755	4755
2014/9/18 3:47	 	138213758	239KB	4768	4768
2014/9/18 3:47	 	153089734	1KB	4778	4778
2014/9/18 3:47	 	157160588	369KB	4779	4779
2014/9/18 3:47	 	158343531	59KB	4780	4780
2014/9/18 3:47	 	262238255	3KB	4837	4837
2014/9/18 3:47	 	268217622	415KB	4840	4840
2014/9/18 3:47	 	283372792	4KB	4845	4845
2014/9/18 3:47	 	288134686	15KB	4848	4848
2014/9/18 3:47	 	303919819	88KB	4860	4860
2014/9/18 3:47	 	304303051	13KB	4862	4862
2014/9/18 3:47	 	336481236	38KB	4878	4878
2014/9/18 3:47	 	349859447	789KB	4885	4885
2014/9/18 3:47	 	351959076	2KB	4887	4887
2014/9/18 3:47	 	410106470	935KB	4921	4921
2014/9/18 3:47	 	501722475	613KB	4976	4976
2014/9/18 3:47	 	504309518	431KB	4977	4977
2014/9/18 3:47	 	529510874	5KB	4992	4992
2014/9/18 3:47	 	539149881	90KB	4997	4997
2014/9/18 3:47	 	572984505	255KB	5016	5016
2014/9/18 3:47	 	630819411	444KB	5052	5052
2014/9/18 3:47	 	659438142	6KB	5071	5071
2014/9/18 3:47	 	667201454	539KB	5077	5077
2014/9/18 3:47	 	755686572	399KB	5115	5115
2014/9/18 3:47	 	762452803	81KB	5117	5117
2014/9/18 3:47	 	789037576	62KB	5132	5132
2014/9/18 3:47	 	806451798	812KB	5142	5142
2014/9/18 3:47	 	809644359	8KB	5143	5143
2014/9/18 3:47	 	832069107	1424KB	5151	5151
2014/9/18 3:47	 	838846158	94KB	5154	5154
2014/9/18 3:47	 	857009632	60KB	5164	5164
2014/9/18 3:47	 	865906637	35KB	5172	5172
2014/9/18 3:47	 	866326833	79KB	5173	5173
2014/9/18 3:47	 	872177999	85KB	5176	5176
2014/9/18 3:47	 	906933869	815KB	5194	5194
2014/9/18 3:47	 	923311352	1045KB	5204	5204
2014/9/18 3:47	 	951011304	9KB	5214	5214
2014/9/18 3:47	 	961340937	707KB	5218	5218
2014/9/18 3:47	 	977318609	69KB	5230	5230
2014/9/18 3:47	 	993447076	63KB	5236	5236
2014/9/18 3:47	 	1027186978	5KB	5251	5251
2014/9/18 3:47	 	1032843501	90KB	5255	5255
2014/9/18 3:47	 	1074752163	418KB	5277	5277
2014/9/18 3:47	 	1100369225	546KB	5289	5289
2014/9/18 3:47	 	1107239279	60KB	5293	5293
2014/9/18 3:47	 	1115023044	1230KB	5295	5295
2014/9/18 3:47	 	1126265284	6KB	5300	5300
2014/9/18 3:47	 	1152063272	273KB	5318	5318
2014/9/18 3:47	 	1174985194	1KB	5329	5329
2014/9/18 3:47	 	1260737233	36KB	5378	5378
2014/9/18 3:47	 	1284221779	1193KB	5384	5384
2014/9/18 3:47	 	1291140732	744KB	5385	5385
2014/9/18 3:47	 	1315297758	966KB	5397	5397
2014/9/18 3:47	 	1319732676	3KB	5401	5401
2014/9/18 3:47	 	1325327693	67KB	5408	5408
2014/9/18 3:47	 	1332364160	3KB	5415	5415
2014/9/18 3:47	 	1340000084	74KB	5418	5418
2014/9/18 3:47	 	1397624774	383KB	5442	5442
2014/9/18 3:47	 	1442271438	1340KB	5461	5461
2014/9/18 3:47	 	1466550386	37KB	5473	5473
2014/9/18 3:47	 	1470497698	32KB	5478	5478
2014/9/18 3:47	 	1476556906	296KB	5485	5485
2014/9/18 3:47	 	1496189630	438KB	5492	5492
2014/9/18 3:47	 	1534105137	73KB	5513	5513
2014/9/18 3:47	 	1543415011	5KB	5519	5519
2014/9/18 3:47	 	1546818921	42KB	5521	5521
2014/9/18 3:47	 	1568110154	20KB	5535	5535
2014/9/18 3:47	 	1568928191	271KB	5536	5536
2014/9/18 3:47	 	1631134422	35KB	5571	5571
2014/9/18 3:47	 	1631234568	13KB	5572	5572
2014/9/18 3:47	 	1636447804	672KB	5577	5577
2014/9/18 3:47	 	1691945792	4KB	5611	5611
2014/9/18 3:47	 	1722548709	1KB	5621	5621
2014/9/18 3:47	 	1756450637	509KB	5637	5637
2014/9/18 3:47	 	1760050127	286KB	5639	5639
2014/9/18 3:47	 	1770705281	14KB	5647	5647
2014/9/18 3:47	 	1788070546	580KB	5654	5654
2014/9/18 3:47	 	1790814415	6KB	5655	5655
2014/9/18 3:47	 	1794124323	55KB	5656	5656
2014/9/18 3:47	 	1794836674	184KB	5658	5658
2014/9/18 3:47	 	1800759736	459KB	5661	5661
2014/9/18 3:47	 	1843588385	946KB	5691	5691
2014/9/18 3:47	 	1872963987	6KB	5709	5709
2014/9/18 3:47	 	1942598027	1520KB	5739	5739
2014/9/18 3:47	 	1947962599	555KB	5741	5741
2014/9/18 3:47	 	1950738362	7KB	5742	5742
2014/9/18 3:47	 	1974748639	586KB	5759	5759
2014/9/18 3:47	 	2003434601	34KB	5775	5775
2014/9/18 3:47	 	2006873430	78KB	5778	5778
2014/9/18 3:47	 	2011841698	71KB	5783	5783
2014/9/18 3:47	 	2026980012	58KB	5801	5801
2014/9/18 3:47	 	2031349667	5KB	5805	5805
2014/9/18 3:47	 	2042207318	641KB	5809	5809
2014/9/18 3:47	 	2050116343	747KB	5814	5814
2014/9/18 3:47	 	2062047857	60KB	5818	5818
2014/9/18 3:47	 	2236863733	274KB	5899	5899
2014/9/18 3:47	 	2265953645	1109KB	5916	5916
2014/9/18 3:47	 	2273434414	432KB	5927	5927
2014/9/18 3:47	 	2278232098	687KB	5930	5930
2014/9/18 3:47	 	2299990908	12KB	5943	5943
2014/9/18 3:47	 	2320357879	210KB	5957	5957
2014/9/18 3:47	 	2331373831	55KB	5966	5966
2014/9/18 3:47	 	2353374546	88KB	5984	5984
2014/9/18 3:47	 	2394391283	223KB	6018	6018
2014/9/18 3:47	 	2406116264	74KB	6024	6024
2014/9/18 3:47	 	2408102955	209KB	6026	6026
2014/9/18 3:47	 	2439636119	23KB	6043	6043
2014/9/18 3:47	 	2446970998	771KB	6047	6047
2014/9/18 3:47	 	2455982592	9KB	6051	6051
